id,study_id,title,abstract,doi
59,Cakar et al. (2023),Complications of peroneus longus tendon harvesting: a retrospective review of 82 cases,"OBJECTIVE: Peroneus longus tendon (PLT) has become a reliable autologous graft option for various ligament reconstructions. But there are potential risks and complications associated with its use as a graft. This retrospective study aimed to examine the complications and donor site morbidity following PLT harvesting. PATIENTS AND METHODS: A retrospective review was performed on an institutional digital patient database, and all patients who underwent ligament reconstruction using PLT autograft were identified. Intraoperative, early, and late complications were reviewed using digital patient notes and patients underwent a complete physical examination during their final follow-up. Ankle function was assessed using the AOFAS score, and manual ankle muscle testing was performed on both sides. Sural nerve iatrogenic injury was evaluated with a dermatomal light touch examination. Cosmetic satisfaction due to incision scar and footwear complaints were also assessed. RESULTS: 82 patients (74 male, eight female) with a mean age of 31.9 ± 10.4 years (range, 16-66) were included in the final analysis. The mean follow-up time was 46.6 ± 30.3 months (range, 6-109). The mean AOFAS score for the donor side was 98.7 ± 3.3 (range, 87-100), and the contralateral side score was 100, with manual muscle testing graded as 5 in all movements and similar to the contralateral side. Fifteen patients (18.3%) had hypoesthesia over the dorsolateral aspect of the foot distal to the incision scar, two patients (2.4%) had hyperalgesia over the distal incision scar, and one patient (1.2%) had mild ankle instability. There were two cases (2.4%) of compartment syndrome, both of which were treated with fasciotomy and had complete regression of symptoms after 5 days. One patient (1.2%) had a transient peroneal nerve injury and foot drop that resolved in the sixth month. CONCLUSIONS: The results of this retrospective study suggest that harvesting the PLT is associated with a high rate of complications and donor site morbidity. The most common complication was hypoesthesia around the lateral side of the foot, although the ankle functions were not affected significantly. Two cases of compartment syndrome and one transient peroneal nerve injury were observed. Care should be taken while harvesting PLT autograft, and it should be kept in mind that peroneal nerve injury might occur. LEVEL OF EVIDENCE: Level IV, retrospective case series.",10.1007/s00402-023-04988-7
63,Goyal et al. (2023),Full-thickness peroneus longus tendon autograft for anterior cruciate reconstruction in multi-ligament injury and revision cases: outcomes and donor site morbidity,"PURPOSE: Peroneus longus tendon (PLT) autograft has been successfully used for isolated anterior cruciate ligament (ACL) or posterior cruciate ligament (PCL) reconstruction cases. Being a powerful evertor and flexor of great toe, there might be associated ankle morbidity with this autograft option. However, there are only a few studies exploring whether the ankle morbidity is significant or not. This study aims to assess the functional outcomes, donor site morbidity, and ankle strength after harvesting ipsilateral peroneus longus autograft for ACL reconstruction in revision ACL and multi-ligament injury cases. METHODS: This was a prospective case series. All of the patients were evaluated by clinical examination for knee for laxity, ankle joint stability, and using visual analog scale (VAS) for pain, International Knee Documentation Committee (IKDC) score, and Lysholm score, preoperatively and postoperatively at two-year follow-up. Morbidity of donor ankle was assessed using American Orthopedic Foot and Ankle Society (AOFAS) score, bilateral evertors, and first ray plantarflexion strength measurement using an isometer (Innovative Design Orthopedics) at two-year follow-up. RESULTS: Ipsilateral PLT graft was used in ten patients of revision ACL reconstruction and 27 patients of the multi-ligament knee injury. The mean length of PLT harvested (cm) was 26.2 (standard deviation 2.6, range 22-31), and mean diameter of the doubled graft (mm) was 7.9 (standard deviation 0.68, range 7.5-8.5). There was a significant improvement in VAS score for pain, Lysholm, and IKDC scores (p =  < 0.001) at two -year follow-up. There were no cases of graft failure, superficial, or deep infection. Ankle dorsiflexion(p = 0.32), ankle plantarflexion (p = 0.19), eversion strength(p = 0.6), first ray plantarflexion strength(p = 0.52), and AOFAS score(p = 0.29) were found to be comparable to the normal side in all patients. CONCLUSIONS: Peroneus longus autograft can be considered as a potential autograft option for ACL reconstruction in multi-ligament knee injuries and revision ACL reconstruction. No significant donor site morbidity was noted at follow-up. LEVEL OF EVIDENCE: Level IV.",10.1007/s00590-021-03145-3
64,Hossain et al. (2023),A prospective study of arthroscopic primary ACL reconstruction with ipsilateral peroneus longus tendon graft: Experience of 439 cases,"Anterior cruciate ligament (ACL) tears are frequent ligamentous injuries that necessitate reconstruction in many cases. The patellar tendon and the hamstring tendon are the most frequently utilized autografts for reconstruction. However, both have certain disadvantages. We hypothesized that the peroneus longus tendon would be an acceptable graft for arthroscopic ACL reconstruction. The aim of this study is to determine whether a peroneus Longus tendon transplant is a functionally viable option for arthroscopic ACL reconstruction without compromising donor ankle activity. In this prospective study 439 individuals aged between 18 to 45 years, who underwent ACL reconstruction using ipsilateral Peroneus longus tendon autograft were observed. The injury to the ACL was initially assessed by physical examinations and further confirmed by magnetic resonance imaging (MRI). The outcome was assessed at 6, 12, and 24 months after the surgery using Modified Cincinnati, International Knee Documentation Committee (IKDC), and Tegner-Lysholm scores. The donor ankle stability was evaluated using foot and ankle disability index (FADI) and AOFAS scores, as well as hop tests. Significant (P < .001) improvement in the result of the IKDC score, Modified Cincinnati, and Tegner-Lysholm score was observed at the final follow-up. The Lachman test was mildly (1+) positive only in 7.70% of cases, the anterior drawer became negative in all cases, and the pivot shift test was negative in 97.43% of cases at 24 months after the surgery. FADI and AOFAS scores for donor's ankle functional assessment were impressive, as were single hop test, triple hop test, and cross over hop test results at 2 years. None of the patients had any neurovascular deficit. However, 6 cases of superficial wound infection were observed, 4 at the port site and 2 at the donor site. All resolved after appropriate oral antibiotic therapy. The peroneus longus tendon can be considered a safe, effective, and promising graft of choice for arthroscopic primary single-bundle ACL reconstruction because it has a good functional outcome and impressive donor ankle function after surgery.",10.1097/MD.0000000000032943
66,Josipović et al. (2023),A NEW TECHNIQUE FOR COMBINED ANTERIOR CRUCIATE AND ANTEROLATERAL LIGAMENT RECONSTRUCTION USING QUADRICEPS AND PLANTARIS TENDONS,"Anterior cruciate ligament (ACL) reconstructions with quadriceps tendon (QT) grafts are gaining popularity, both in primary and revision procedures. Recently, the role of the anterolateral ligament (ALL) of the knee in improving rotational knee stability has been emphasised and concurrent ACL and ALL reconstruction is advocated. In this paper, a new technique utilising the QT and the plantaris tendon (PLT) for combined ACL and ALL reconstruction is analysed. Patients that underwent combined ACL and ALL reconstruction using QT and PLT grafts in a 3-years period were prospectively analysed. A total of 9 patients with 6 months minimum follow-up were assessed with Lachman and Pivot shift clinical tests, International Knee Documentation Committee (IKDC) score, Knee injury and Osteoarthritis Outcome Score (KOOS), Lysholm score, and Tegner activity scale. One patient had reconstructed ACL re-rupture at the final follow-up visit, leaving 8 patients with a mean follow-up of 19±8 months. There was a significant improvement in anteroposterior and rotational stability in all the patients. The IKDC, KOOS, and Lysholm scores improved as well. The Tegner activity scale increased postoperatively, however, it did not reach preinjury values. QT and PLT grafts are valuable alternatives for currently used grafts in combined ACL and ALL reconstructive procedures. This new technique is a reasonable option in ACL revision surgery and a good alternative in primary ACL and ALL reconstruction, especially when hamstring grafts are not advised or they are missing.",10.20471/acc.2023.62.s3.6
70,Sahoo and Sahu (2023),Analysis of Postural Control following Anterior Cruciate Ligament Reconstruction with Ipsilateral Peroneus Longus Tendon Graft,"INTRODUCTION: Harvesting peroneus longus for ACL reconstruction is thought to create ankle instability which could add to postural instability from an ACL injury. This apprehension prevents its use as a graft of primary choice for many surgeons. To date, there is no evidence available describing changes in postural control after its use in ACL reconstruction. The purpose of the study was to analyse the changes in postural control in the form of static and dynamic body balance after ACL reconstruction with Peroneus Longus Tendon Graft and compare it with the unaffected limb at different time intervals. MATERIALS AND METHODS: Thirty-one participants with ACL injury were selected and subjected to an assessment of static and dynamic balance before and after ACL reconstruction using the HUMAC balance system. Outcome measures for Centre of Pressure (COP) assessment were average velocity, path length, stability score, and time on target. Comparison of scores was done pre-operatively as well as at three- and six-months post-reconstruction with Peroneus longus tendon graft. RESULTS: Static balance of the affected limb showed significant improvement with a decrease in average velocity (F=4.522, p=0.026), path length (F=4.592: p=0.024) and improvement of stability score (F=8.283, p=0.001). Dynamic balance measured by the time on the target variable also showed significant improvement at six-month follow-up (F=10.497: p=0.000). There was no significant difference between the affected and non-affected limb when compared at the different time intervals. CONCLUSION: The static and dynamic balance, which is impaired after ACL injury, improves with ACL reconstruction with PLT autologous graft. Hence PLTG can be safely used as a graft for ACL reconstruction without affecting postural control and body balance.",10.5704/MOJ.2303.016
72,Wierer et al. (2023),Peroneus Longus Split Versus Semitendinosus Tendon Autograft Size: A Cross-sectional Study,"BACKGROUND: The anterior half of the peroneus longus tendon (AHPLT) has been reported to be a suitable autograft for ligament reconstruction with low donor-site morbidity. However, clinical data on graft size are limited. PURPOSE: To determine (1) if there is any difference in size between the AHPLT and semitendinosus tendon (ST) and (2) whether anthropometric measurements can predict autograft size. STUDY DESIGN: Cross-sectional study; Level of evidence, 3. METHODS: A total of 128 consecutive patients scheduled for knee ligament reconstruction were prospectively enrolled. Patients were treated with AHPLT (50%) or ST (50%). Data included anthropometric measurements and intraoperatively recorded graft size. A Student t test was used to determine differences between the groups. Bivariate correlation coefficients and multivariate regression analyses were calculated to identify relationships between graft size and anthropometric measurements. RESULTS: The AHPLT and ST groups were equally distributed according to age, sex, height, weight, and body mass index (BMI). The quadrupled graft length for the AHPLT was 7.3 ± 0.6 cm as compared with 7.5 ± 0.7 cm for the ST (P < .05). The quadrupled graft diameter was 7.7 ± 0.8 mm for the AHPLT and 8.0 ± 0.7 mm for the ST (P < .05). Height had a moderate (r = 0.57) to high (r = 0.68) correlation with AHPLT and ST length, respectively (P < .01). Weight had a moderate correlation (r = 0.43) with AHPLT diameter (P < .01) but only a weak correlation (r = 0.19) with ST diameter (P > .05). A significant interaction effect of BMI and thigh circumference on ST graft diameter was found, which showed that the effect of thigh circumference on ST graft diameter decreased significantly as BMI increased (P < .05). This moderating effect of BMI could not be observed for the coefficient of shank circumference on AHPLT graft diameter (P > .05). CONCLUSION: (1) The peroneus longus split tendon provides a reliable autograft size for knee ligament reconstructions. It was prone to be slightly shorter and thinner than the ST. (2) Patient height was the strongest predictor for AHPLT and ST graft length. However, predicting graft diameter based on thigh or shank circumference was more challenging, with higher BMIs affecting the ability to predict ST more than AHPLT.",10.1177/03635465231165297
74,Zeng et al. (2023),Influence of peroneus longus tendon autograft for ACL reconstruction on donor-side ankle function in obese patients: A retrospective study of 87 patients,0,10.1016/j.asjsur.2023.07.041
77,Keyhani et al. (2022),Peroneus Longus Tendon Autograft versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Comparative Study with a Mean Follow-up of Two Years,"BACKGROUND: Peroneus longus tendon can be a suitable alternative autograft for anterior cruciate ligament reconstruction (ACLR). The present study aimed to compare the clinical outcome and donor site morbidity in ACLR using peroneus longus tendon autograft versus hamstring tendon autograft. METHODS: In a comparative cross-sectional study, ACLR was performed with quadrupled hamstring tendon autograft in 65 patients between 2017 and 2018, and in another group, peroneus longus tendon autograft was used for ACLR in 65 patients between 2018 and 2019. The same surgical technique, fixation method, and postoperative protocol were used in both groups. The knee functional outcomes were assessed according to the Lysholm score and the International Knee Documentation Committee scale at preoperative and at the end of at least 2 years after the procedure. Moreover, graft diameter was measured intraoperatively. Thigh circumference, the American Orthopedic Foot and Ankle Score (AOFAS), The Foot & Ankle Disability Index (FADI), and ankle range of motion (ROM) were used to evaluate ankle donor site morbidities. RESULTS: A total of 130 patients (65 patients in each group) were evaluated with a minimum follow-up of 2 years (range 24-31 months). Both groups showed no significant differences in clinical outcomes and knee stability. The peroneus longus graft diameter was significantly larger than the hamstring diameter (P<0.001). Assessment of AOFAS, FADI, and ankle ROM showed no apparent ankle joint dysfunction in the peroneus longus tendon group. CONCLUSION: Faster knee extensions, less anteromedial knee pain, and thigh hypotrophy were observed in peroneus longus tendon patients. Peroneus longus tendon autograft can be an appropriate autograft for ACLR due to its strength, larger graft diameter, and avoiding potential complications of hamstring autograft obtained from the knee region.",10.22038/ABJS.2022.59568.2938
81,Rajani et al. (2022),Functional and clinical outcome of anterior cruciate ligament reconstruction with peroneus longus autograft and correlation with MRI after 3 years,"INTRODUCTION: Autograft options for anterior cruciate ligament reconstruction over the years have gone from bone-patellar tendon-bone to hamstring to peroneus longus tendon. Considering the drawbacks of other autografts, we analyse peroneus longus autograft holistically as a viable alternative. MATERIALS AND METHODS: This was a prospective study of 113 patients undergoing anterior cruciate ligament reconstruction with peroneus longus autograft between January 2017 and November 2018 for isolated, full-thickness ACL tears. Functional analysis was done using the Tegner-Lysholm score pre-operatively, at 6 months, 1 year, 2 years, and 3 years postoperatively. At terminal follow-up, stability was checked clinically by Lachman test, residual morbidity of donor site was assessed using foot and ankle disability index, and radiographic correlation was done with magnetic resonance imaging. RESULTS: The mean diameter of the graft after tripling was 9 ± 0.71 mm and the average length before tripling was found to be 27.07 ± 2.76 cms. At terminal follow-up, 101 patients showed excellent, while 12 patients showed good outcomes. The mean foot and ankle disability index was 94.8 ± 3. 90.27% of patients had no laxity on clinical examination, and magnetic resonance imaging of all the patients at terminal follow-up showed good graft uptake. CONCLUSIONS: Peroneus longus autograft shows intraoperative consistency and gives excellent functional outcome, clinical stability, and no donor site morbidity even three years postoperatively.",10.1016/j.jor.2022.08.027
83,Singh et al. (2022),A Study of the Functional Outcome of Supplementation of Hamstring Graft With Anterior Half of the Peroneus Longus Tendon in Arthroscopic Anterior Cruciate Ligament Reconstruction,"INTRODUCTION: The present study was done to analyze the functional outcome, donor site morbidities, and associated parameters when using the anterior half of the peroneus longus for augmentation of an inadequate hamstring graft when performing arthroscopic anterior cruciate ligament (ACL) reconstruction. METHODS: Thirty patients with complete ACL tears were operated on. In all these patients, the thickness or length of the hamstring graft taken was found to be inadequate (less than 8 mm and 7.5 cm, respectively). So, additionally, the anterior half of the peroneus longus tendon (AHPLT) graft was harvested to reach an optimum size of the final graft. Functional outcome was assessed using the International Knee Documentation Committee (IKDC) score at six weeks, three months, and six months. The Foot and Ankle Disability Index (FADI) score at six months was used to assess ankle stability. RESULTS: The mean age in our study was 28.8 years with male predominance (73.33%). The mean operative time was 86.4 minutes. The mean hamstring graft thickness in our study was 6.5 mm, which improved to 9.12 mm after augmentation. The mean graft length after AHPLT augmentation was 9.38 cm. The mean IKDC score at six months was 87.35. At the end of six months, FADI scores were found within normal limits (range: 135-136) in all the patients. No complications were noted in any of the patients. CONCLUSION: The AHPLT graft was always found to be sufficient enough for augmenting the hamstring graft to reach an acceptable thickness and length. There was no graft site morbidity and the ankle functional levels remained the same as preoperative levels, making it an excellent choice for augmentation of inadequate hamstring grafts.",10.7759/cureus.30138
85,Bi et al. (2021),All-Inside Anterior Cruciate Ligament Reconstruction Using an Anterior Half of the Peroneus Longus Tendon Autograft,"BACKGROUND: The peroneus longus tendon (PLT) has been used as a graft in many orthopaedic surgical procedures because of its comparable biomechanical strength with the native anterior cruciate ligament (ACL). Despite its potential, few studies have been performed to investigate the clinical reliability of ACL reconstruction using a PLT autograft. PURPOSE: To assess the clinical outcomes and donor-site morbidity of ACL reconstruction using an anterior half of the PLT (AHPLT) autograft in patients with an isolated ACL injury. STUDY DESIGN: Case series; Level of evidence, 4. METHODS: Between January 2016 and January 2017, a total of 21 patients with an isolated ACL injury underwent all-inside single-bundle ACL reconstruction using an AHPLT autograft. Knee stability was assessed using the Lachman test, pivot-shift test, and KT-2000 arthrometer (side-to-side difference) with 134-N anterior force and at 30° of knee flexion. Knee function was evaluated using the International Knee Documentation Committee score, Lysholm score, and Tegner score. Donor-site morbidity was assessed using ankle eversion and plantarflexion strength as well as the American Orthopaedic Foot & Ankle Society scoring system and the Foot and Ankle Disability Index. RESULTS: At a mean final follow-up of 40.1 months (range, 36-48 months), the KT-2000 arthrometer side-to-side difference was significantly lower compared with preoperatively (1.1 ± 0.62 vs 7.0 ± 2.18 mm, respectively; P < .001). The mean preoperative International Knee Documentation Committee, Lysholm, and Tegner scores were 52.0 ± 8.27, 50.9 ± 8.50, and 1.8 ± 0.87, respectively, increasing significantly to 94.2 ± 2.61, 95.2 ± 2.64, and 6.8 ± 1.50, respectively, at final follow-up (P < .001 for all). All patients had grade 5 muscle strength in ankle eversion and plantarflexion at the donor site, with mean American Orthopaedic Foot & Ankle Society and Foot and Ankle Disability Index scores of 96.8 and 97.6, respectively. No complications or reoperations occurred. CONCLUSION: All-inside ACL reconstruction using an AHPLT autograft produced good functional scores and stability without obvious ankle-site morbidity.",10.1177/2325967121991226
90,Ertogrul et al. (2021),Is Peroneus Longus Allograft Good Alternative for Anterior Cruciate Ligament Reconstruction: a Comparison Study,"PURPOSE OF THE STUDY To compare the early clinical results of patients who had anterior cruciate ligament (ACL) reconstruction with peroneus longus allograft versus hamstring tendon autograft. MATERIAL AND METHODS Forty patients who underwent ACL reconstruction were included in the study. Patients were grouped by their graft preference. Lachman and Pivot-shift tests were performed to the patients. Laxity was measured by KT-1000 arthrometer test with 15, 20 and 30 pound power. The maximum force values of nonoperated knee and the operated knee were recorded with Cybex II isokinetic dynamometer (HUMAC) and compared to each other. International Knee Documentation Committee (IKDC) form, modified Lysholm and Cincinnati evaluation forms were compared between two groups. RESULTS Twenty patients included into peroneus longus allograft (Group 1) and 20 patients were included into hamstring autograft group (Group 2). The mean age of patients Group 1 and 2 were 34.25 ± 6.73, and 29.6 ± 4.55, respectively. No significant difference was noted between two groups at modified Lysholm, Cincinati and IKDC scores (p > 0.01). There was no statistically significant difference between the Lachman and Pivot hift levels (p > 0.01). No significant difference was found in KT-1000 device measurements between groups according to the performed techniques (p > 0.01). There was no statistically significant difference between Cybex extension-flexion 60 /sec measurement and extension 240 /sec measurement of the patients (p > 0.01). DISCUSSION Allografts can be preferred because of the advantages, such as lack of donor site morbidity, short operative time, large graft, small incision, minimal scar, good cosmetic appearance, less postoperative pain, less movement restriction, and less arthrofibrosis. However, there are disadvantages, such as disease transmission, low biocompatibility, immune response, long recovery time, and high cost. Although it is difficult to compare the stability and functionality of allografts and autografts because of the differences in graft processing, fixation methods, and surgical techniques in studies, similar clinical results are reported in long-term follow-ups CONCLUSIONS Graft preference is dependent on surgical experience, patient age, activity status, comorbidities, presurgical status, and patient decision. Allograft ACL reconstruction is a good alternative to arthroscopic ACL reconstruction performed with hamstring tendon graft. Key words: anterior cruciate ligament, peroneus longus allograft, hamstring autograft, ACL reconstruction.",
93,Goyal et al. (2021),Outcomes of one-stage reconstruction for chronic multiligament injuries of knee,"PURPOSE: This article aims to evaluate patterns of chronic multiligament injuries and outcomes of treatment with single-stage reconstruction using autografts. METHODS: All patients with clinicoradiologically diagnosed multiligament knee injury (MKI) were included in this prospective observational study. As the time since injury was more than 6 weeks in all of the patients, they were categorized as having chronic MKI. Patients were assessed clinically for laxity, and the diagnosis was confirmed radiologically. Ipsilateral hamstring tendons were used for medial collateral ligament (MCL) or posterolateral corner reconstruction in a patient with Schenck knee dislocation (KD) type III. In these cases, the posterior cruciate ligament (PCL) and anterior cruciate ligament (ACL) were reconstructed by using the peroneus longus and contralateral hamstring tendons respectively. Ipsilateral hamstring tendons were used for ACL reconstruction and an ipsilateral peroneus longus tendon graft was used for reconstruction of the PCL in a KD type II injury. In two cases of KD type IV injury, the lateral laxity was only grade II and was managed conservatively; the rest of the ligaments were addressed like a KD type III injury. Outcome evaluation was done using a visual analogue scale (VAS) for pain, International Knee Documentation Committee (IKDC) score, Lysholm score, and Tegner activity level, preoperatively and postoperatively at 2 years' follow-up. RESULTS: A total of 27 patients of mean age 33.48 ± 9.9 years with MKI were included in the study. The patients were classified as eight KD type II, 17 KD type III, and two KD type IV. The majority of the patients had associated meniscal (59.2%) or chondral (40.7%) injuries. At the 2 years' follow-up visit, there were significant improvements in VAS score (p = 0.0001) IKDC score (p = 0.0001), Lysholm score (p = 0.0001), and range of motion (p = 0.001). None of the patients had residual laxity on clinical examination of the knee joint at the 2 years' follow-up. All but two of the patients went back to their previous activity level. These two patients had progressive knee arthritis and needed knee arthroplasty. CONCLUSION: Single-stage surgical reconstruction for chronic MKI has favourable functional outcomes. LEVEL OF EVIDENCE: Level IV, case series.",10.1186/s43019-020-00083-y
95,Joshi et al. (2021),Peroneus Longus Tendon Autograft for Anterior Cruciate Ligament Reconstruction: A Safe and Effective Alternative in Nonathletic Patients,"INTRODUCTION: Anterior cruciate ligament (ACL) is a common injury which has been conventionally managed by various graft reconstruction using bone patellar tendon bone, or quadruple hamstring autograft, to name a few. However, all these grafts are associated with many complications. Lately, peroneus longus tendon (PLT) autograft has shown promising results in this field, although there is still a dearth of data on its use. We, therefore, aimed at carrying out a study to evaluate the functional outcome and knee stability results of ACL reconstruction using PLT graft. PATIENTS AND METHODS: Patients with a completely torn ACL were included in the study. The PLT was harvested, and graft length, thickness, and harvesting time were noted intraoperatively. Knee stability and functional scores were evaluated clinically and using Lachman test (primarily) and KT-2000 arthrometer and subjectively with International Knee Documentation Committee (IKDC) score at 6, 12, and 24 months (secondary outcome) postoperatively. Ankle scores were also recorded by making use of American Orthopedic Foot and Ankle Score (AOFAS)-Hindfoot Scale. RESULTS: Forty-eight patients met the inclusion criteria. The graft harvest time was 7.4 min (5-9 min). The mean thickness of the graft on doubling was 7.9 mm (7-9 mm). Ninety-six percent of the patients were satisfied with their results of the knee surgery, and 95% of the patients had no complaints of ankle joint. The mean IKDC score postoperatively was 78.16 ± 6.23, and the mean AOFAS score was 98.4 ± 4.1. None of the patients had any neurovascular deficit. CONCLUSION: ACL reconstruction using PLT graft yields a good functional score (IKDC, KT-2000 arthrometer) even at 2-year follow-up. It is a safe and effective autograft option for ACL reconstruction.",10.4103/njs.NJS_22_20
101,Zhong et al. (2021),[Study on reconstruction of posterior cruciate ligament with autologous peroneus longus tendon under arthroscopy],"OBJECTIVE: To discuss the effectiveness of posterior cruciate ligament (PCL) reconstruction with autologous peroneus longus tendon under arthroscopy. METHODS: Between January 2016 and December 2018, 46 patients with PCL injuries were enrolled. There were 34 males and 12 females, with an average age of 40.7 years (range, 20-58 years). There were 43 cases of acute injury and 3 cases of old injury. The anterior drawer test and the posterior tibia sign were positive in 4 cases, the posterior drawer tests and the posterior tibia sign were positive in 46 cases, the varus stress tests were positive in 10 cases, and the valgus stress tests were positive in 6 cases. The difference of dial-test at 30° knee flexion between affected and healthy sides was (5.20±3.91)°. The tibia posterior displacement under posterior stress position was (12.03±2.38) mm. The Lysholm score of the knee joint was 36.68±7.89, the International Knee Documentation Committee (IKDC) score was 33.58±5.97, and the American Orthopaedic Foot and Ankle Association (AOFAS) score of the ankle joint was 97.60±1.85. PCL was reconstructed with autologous peroneus longus tendon under arthroscopy, and the combined meniscus injury, posterolateral complex injury, and anterior cruciate ligament injury were all treated according to the degree of injury. RESULTS: All incisions healed by first intention. Forty patients were followed up 12-26 months, with an average of 16.0 months. At last follow-up, the Lysholm score of the knee joint was 84.85±7.03, and the IKDC score was 87.13±6.27, which were significant different from preoperative ones ( t=-13.45, P=0.00; t= -39.12, P=0.00); the AOFAS score of ankle joint was 93.98±2.14, which was not significant different from preoperative one ( t=8.09, P=0.90). The tibia posterior displacement under posterior stress position was (2.75±1.76) mm and the difference of dial-test at 30° knee flexion between affected and healthy sides was (1.75±2.09)°, which were significant different from preoperative ones ( t=29.00, P=0.00; t=4.96, P=0.00). The posterior drawer test and the posterior tibia sign were positive in 1 case and negative in 39 cases; the anterior drawer test and the varus and valgus stress tests were all negative. CONCLUSION: Reconstruction of PCL with autologous peroneus longus tendon under arthroscopy can significantly improve the stability and function of the knee joint, with satisfactory clinical results.",10.7507/1002-1892.202008051
103,Rhatomy et al. (2020),Single bundle ACL reconstruction with peroneus longus tendon graft: 2-years follow-up,"BACKGROUND: Peroneus longus tendon autograft resembles hamstring tendon's biomechanical strength. Thus, peroneus longus is a potential graft in reconstructive orthopaedic procedures. However, there was few study in evaluation of peroneus longus usage in ACL reconstruction. This study aimed to quantify the clinical outcome and donor site morbidity in ACL reconstruction using peroneus longus tendon autograft. METHODS: Patients who suffered isolated ACL injury were enrolled and underwent isolated single bundle ACL reconstruction using peroneus longus autograft. Functional score (IKDC, Modified Cincinnati, and Tegner-Lysholm score) were assessed at pre-operative and 2-years after surgery. Graft diameter was measured intraoperative. Donor site morbidities were assessed with thigh circumference measurement and ankle scoring using AOFAS and FADI. We also measured serial hop test. RESULTS: Seventy-five patients fulfilled inclusion criteria. Peroneus longus graft diameter was 8.38 ± 0.68 mm. There was significant difference between pre and 2-years post-operative functional score in IKDC, Modified Cincinnati, and Tegner-Lysholm score. Mean of AOFAS was 98.93 ± 3.10 and FADI was 99.79 ± 0.59 with no significant decrease of thigh circumference, and good serial hop test result. CONCLUSION: ACL reconstruction with peroneus longus autograft has excellent functional score in IKDC, Modified Cincinnati, Tegner-Lysholm score at 2-years follow up with the advantages of greater graft diameter, less thigh hypotrophy, good serial hop test result, and excellent ankle function based on AOFAS and FADI score. LEVEL OF EVIDENCE: Level 2, Prospective Cohort Study.",10.1016/j.jcot.2019.09.004
109,Rhatomy et al. (2019),Peroneus longus autograft can be recommended as a superior graft to hamstring tendon in single-bundle ACL reconstruction,"PURPOSE: A peroneus longus tendon autograft is used in many orthopaedic procedures and it is biomechanically comparable to a hamstring tendon autograft. Despite its potential, there are few studies that have evaluated the use of the peroneus longus tendon in ACL reconstruction. The aim of this study was to compare the clinical outcome and donor site morbidity of ACL reconstruction with hamstring tendon autografts versus peroneus longus tendon autografts in patients with an isolated ACL injury. METHODS: Patients who underwent isolated single-bundle ACL reconstruction were allocated to two groups (hamstring and peroneus longus) and observed prospectively. Graft diameter was measured intraoperatively. Functional scores (IKDC, modified Cincinnati and Lysholm scores) were recorded preoperatively and 1 year after surgery. Donor site morbidities were assessed with thigh circumference measurements and ankle scoring with the AOFAS and FADI. RESULTS: Fifty-two patients (hamstring n = 28, peroneus n = 24) met the inclusion criteria. The peroneus longus graft diameter (8.8 ± 0.7 mm) was significantly larger than the hamstring diameter (8.2 ± 0.8 mm) (p = 0.012). There were no significant differences between the pre- and 1-year postoperative score between the hamstring and peroneus longus groups in the IKDC (n.s), modified Cincinnati (n.s), and Lysholm (n.s). The mean for the AOFAS was 97.3 ± 4.2 and for the FADI 98 ± 3.4 in the peroneus longus group, with a significant decrease in thigh circumference in the hamstring group (p = 0.002). CONCLUSION: Anterior cruciate ligament reconstruction with peroneus longus autografts produces a functional score (IKDC, modified Cincinnati, Lysholm) comparable to that of hamstring autografts at a 1-year follow-up, with the advantages of larger graft diameter, less thigh hypotrophy and excellent ankle function based on AOFAS and FADI scores. LEVEL OF EVIDENCE: Prospective cohort study, Level II.",10.1007/s00167-019-05455-w
